regiao;estado;DateRep;Cases;cum-Cases;Deaths;cum-Deaths
Nordeste;SE;15/03/2020;1;1;0;0
Nordeste;SE;16/03/2020;0;1;0;0
Nordeste;SE;17/03/2020;3;4;0;0
Nordeste;SE;18/03/2020;1;5;0;0
Nordeste;SE;19/03/2020;1;6;0;0
Nordeste;SE;20/03/2020;0;6;0;0
Nordeste;SE;21/03/2020;4;10;0;0
Nordeste;SE;22/03/2020;0;10;0;0
Nordeste;SE;23/03/2020;0;10;0;0
Nordeste;SE;24/03/2020;5;15;0;0
Nordeste;SE;25/03/2020;1;16;0;0
Nordeste;SE;26/03/2020;0;16;0;0
Nordeste;SE;27/03/2020;0;16;0;0
Nordeste;SE;28/03/2020;0;16;0;0
Nordeste;SE;29/03/2020;0;16;0;0
Nordeste;SE;30/03/2020;0;16;0;0
Nordeste;SE;31/03/2020;3;19;0;0
Nordeste;SE;01/04/2020;1;20;0;0
Nordeste;SE;02/04/2020;3;23;2;2
Nordeste;SE;03/04/2020;2;25;0;2
Nordeste;SE;04/04/2020;2;27;0;2
Nordeste;SE;05/04/2020;5;32;1;3
