regiao;estado;DateRep;Cases;cum-Cases;Deaths;cum-Deaths
Nordeste;RN;13/03/2020;1;1;0;0
Nordeste;RN;14/03/2020;0;1;0;0
Nordeste;RN;15/03/2020;0;1;0;0
Nordeste;RN;16/03/2020;0;1;0;0
Nordeste;RN;17/03/2020;0;1;0;0
Nordeste;RN;18/03/2020;0;1;0;0
Nordeste;RN;19/03/2020;0;1;0;0
Nordeste;RN;20/03/2020;0;1;0;0
Nordeste;RN;21/03/2020;5;6;0;0
Nordeste;RN;22/03/2020;3;9;0;0
Nordeste;RN;23/03/2020;4;13;0;0
Nordeste;RN;24/03/2020;0;13;0;0
Nordeste;RN;25/03/2020;1;14;0;0
Nordeste;RN;26/03/2020;5;19;0;0
Nordeste;RN;27/03/2020;9;28;0;0
Nordeste;RN;28/03/2020;17;45;0;0
Nordeste;RN;29/03/2020;23;68;1;1
Nordeste;RN;30/03/2020;9;77;0;1
Nordeste;RN;31/03/2020;5;82;0;1
Nordeste;RN;01/04/2020;10;92;1;2
Nordeste;RN;02/04/2020;13;105;0;2
Nordeste;RN;03/04/2020;71;176;2;4
Nordeste;RN;04/04/2020;36;212;1;5
Nordeste;RN;05/04/2020;30;242;2;7
