regiao;estado;DateRep;Cases;cum-Cases;Deaths;cum-Deaths
Nordeste;PB;19/03/2020;1;1;0;0
Nordeste;PB;20/03/2020;0;1;0;0
Nordeste;PB;21/03/2020;0;1;0;0
Nordeste;PB;22/03/2020;0;1;0;0
Nordeste;PB;23/03/2020;1;2;0;0
Nordeste;PB;24/03/2020;1;3;0;0
Nordeste;PB;25/03/2020;0;3;0;0
Nordeste;PB;26/03/2020;2;5;0;0
Nordeste;PB;27/03/2020;4;9;0;0
Nordeste;PB;28/03/2020;5;14;0;0
Nordeste;PB;29/03/2020;0;14;0;0
Nordeste;PB;30/03/2020;1;15;0;0
Nordeste;PB;31/03/2020;2;17;0;0
Nordeste;PB;01/04/2020;3;20;1;1
Nordeste;PB;02/04/2020;1;21;0;1
Nordeste;PB;03/04/2020;8;29;0;1
Nordeste;PB;04/04/2020;3;32;1;2
Nordeste;PB;05/04/2020;2;34;2;4
