regiao;estado;DateRep;Cases;cum-Cases;Deaths;cum-Deaths
Norte;RO;20/03/2020;1;1;0;0
Norte;RO;21/03/2020;0;1;0;0
Norte;RO;22/03/2020;2;3;0;0
Norte;RO;23/03/2020;0;3;0;0
Norte;RO;24/03/2020;0;3;0;0
Norte;RO;25/03/2020;2;5;0;0
Norte;RO;26/03/2020;0;5;0;0
Norte;RO;27/03/2020;1;6;0;0
Norte;RO;28/03/2020;0;6;0;0
Norte;RO;29/03/2020;0;6;0;0
Norte;RO;30/03/2020;0;6;0;0
Norte;RO;31/03/2020;2;8;1;1
Norte;RO;01/04/2020;1;9;0;1
Norte;RO;02/04/2020;1;10;0;1
Norte;RO;03/04/2020;0;10;0;1
Norte;RO;04/04/2020;1;11;0;1
Norte;RO;05/04/2020;1;12;0;1
