regiao;estado;DateRep;Cases;cum-Cases;Deaths;cum-Deaths
Nordeste;PE;2020-03-12;2;2;0;0
Nordeste;PE;2020-03-13;0;2;0;0
Nordeste;PE;2020-03-14;0;2;0;0
Nordeste;PE;2020-03-15;0;2;0;0
Nordeste;PE;2020-03-16;0;2;0;0
Nordeste;PE;2020-03-17;14;16;0;0
Nordeste;PE;2020-03-18;0;16;0;0
Nordeste;PE;2020-03-19;12;28;0;0
Nordeste;PE;2020-03-20;2;30;0;0
Nordeste;PE;2020-03-21;0;30;0;0
Nordeste;PE;2020-03-22;7;37;0;0
Nordeste;PE;2020-03-23;5;42;0;0
Nordeste;PE;2020-03-24;0;42;0;0
Nordeste;PE;2020-03-25;4;46;1;1
Nordeste;PE;2020-03-26;2;48;2;3
Nordeste;PE;2020-03-27;8;56;1;4
Nordeste;PE;2020-03-28;12;68;1;5
Nordeste;PE;2020-03-29;5;73;0;5
Nordeste;PE;2020-03-30;5;78;1;6
Nordeste;PE;2020-03-31;9;87;0;6
Nordeste;PE;2020-04-01;8;95;2;8
Nordeste;PE;2020-04-02;11;106;1;9
Nordeste;PE;2020-04-03;30;136;1;10
Nordeste;PE;2020-04-04;40;176;4;14
Nordeste;PE;2020-04-05;25;201;7;21
Nordeste;PE;2020-04-06;22;223;9;30
Nordeste;PE;2020-04-07;129;352;4;34
Nordeste;PE;2020-04-08;49;401;12;46
Nordeste;PE;2020-04-09;154;555;10;56
Nordeste;PE;2020-04-10;129;684;9;65
Nordeste;PE;2020-04-11;132;816;7;72
Nordeste;PE;2020-04-12;144;960;13;85
Nordeste;PE;2020-04-13;194;1154;17;102
Nordeste;PE;2020-04-14;130;1284;13;115
Nordeste;PE;2020-04-15;200;1484;28;143
Nordeste;PE;2020-04-16;199;1683;17;160
Nordeste;PE;2020-04-17;323;2006;26;186
